name_m,gender_m,name_f,gender_f
kumod yadav,male,suman,female
jaswant,male,ku. suman,female
harpreet singh bedi @ happy,male,rajenderi,female
hitender garg,male,jyoti,female
akash,male,veshali,female
md.tosheeb,male,priya,female
noora @ kabadi,male,smt. mohani devi,female
sameer,male,manju,female
vikas,male,karuna,female
vikas,male,smt madhu,female
kishan kumar,male,manisha,female
vaishali  @ vishu,male,geeta rani,female
abhishek@chotu,male,rajni,female
nadhim,male,hina,female
kamlesh,male,leelawati,female
ibraheem,male,neelam,female
krishan pal,male,kiran vharma w/o vimal vharma,female
vijay aggarwal,male,neeraj,female
ashiqu,male,krishna with two child,female
parmod,male,sheela,female
gurnam singh,male,swati,female
pappu joseph,male,pooja,female
rohit,male,rehana begam,female
ganesh jat,male,smt shanu,female
sandeep,male,smt aachal,female
md. jisan,male,nilam bhoi,female
akash,male,jyoti,female
shayam singh @ sonu,male,kumari mona,female
abhishek,male,sazia,female
femalearan,male,mamta,female
shayam kishor singh,male,kamlesh,female
dr gopal bhagat,male,priyanka,female
jitender,male,parwati,female
dharmender singh solanki,male,jyoti,female
shyam bihari,male,seekha,female
kishan lal,male,sashi,female
sudhir kumar,male,lajjavati,female
ahmed hussain,male,partima,female
joginder pal @ lokki,male,sheetal,female
anand singh mehra,male,kiran,female
mishri lal,male,deepa,female
suraj nath yadav,male,chitra,female
dishant kumar nigam,male,sushma,female
rizwan,male,monika chorasiya,female
tafemalesir,male,manisha,female
satender,male,jamee,female
mukesh,male,arti,female
rajesh,male,smt sangita,female
ajay kumar,male,mamta,female
asfemaleak,male,maya @ neha,female
sumit,male,rina/ rinu,female
chandan,male,mamta,female
abhishek,male,long shree devi,female
monu,male,anju,female
ajay,male,mamta,female
bijender singh,male,phoolwati,female
givinda,male,soni,female
chaman lal,male,pooja,female
surender @ pale ram,male,rita,female
sunny,male,pooja,female
rajesh,male,raziya,female
veerbhan,male,nandini,female
ravi singh,male,ku. shashi,female
anil,male,smt lakshmi devi  w/o manoj singh  rawat age 27 ye,female
pawan rana,male,gulfemaleara,female
allauddin,male,smt phoola devi,female
ravi kumar ojha,male,anuradha @ anu,female
vinaysingh,male,sweta,female
sh sardar singh yadav,male,neha huq,female
saurabh ujjwal,male,anjali,female
parminder singh @ ajuba,male,sunita,female
अशोक राव,male,preeti,female
sunil mehta,male,kajal,female
anwar,male,sarita devi,female
anwar,male,smt sima,female
aashish mathur s/o satbir mathur,male,nisha,female
shiv kumar verma,male,ruby,female
nadeem,male,sunita,female
geesa kha,male,seema,female
najrin,male,chnda mali,female
vinay kumar,male,manisha,female
vinay kumar,male,geeta,female
chander bhan,male,sneh lata,female
chhabeel sharma,male,chanda kumari,female
bhanwer singh @bablu,male,alka sharma,female
gorav,male,sikha,female
kalu @ sanjay,male,beauty,female
keshri chand,male,rukhsana,female
ram lal,male,aarti,female
bharat taneja,male,bunty,female
rahul,male,abha kumari,female
aman,male,bilkis,female
bhuri,male,tina,female
sohan lal,male,smt. mamta,female
mahadev,male,suman,female
naresh,male,geeta,female
naeem,male,meenu @ minakshi,female
deepak kumar,male,sangeeta,female
somnath banarji,male,ambiya,female
deepak kumar,male,jyoti kumari,female
manoj khanduri,male,payal,female
lalit @lalu s/o shambhudayal r/o rana ki ka kooaa,male,simran,female
shri niwas s/o rameshwar sharma,male,rajl /raju,female
panchi lal,male,kiran,female
sadik husain,male,soni,female
saroop singh,male,vidya,female
ajay kumar,male,poonam,female
mohd. miraj ansari,male,alka,female
anuj kumar,male,kajal,female
aalam aara,male,rajeswary@rajo@chanchal,female
sahil,male,anaro devi,female
vicky k.c,male,rekha,female
sarvan kumar,male,baby,female
sunil yadav,male,ruchi kumari,female
sunil @ anurag,male,mansi @ minakshi,female
partap,male,smt pooja,female
sumit kumar,male,reena,female
md. aakil,male,smt. champa devi,female
ashu,male,sifemalea,female
ramotar @ nanu,male,sarita,female
rohit,male,sanita,female
himal,male,sifemalea,female
anish,male,smt sudha bisht,female
rajat sarma,male,rihana,female
babulal sharma,male,sarita devi,female
jasim ahemad,male,jyoti,female
nasir @ lala bhai,male,sheetal,female
rajeev,male,kajal,female
bharat singh,male,poonam,female
shashi pal,male,yasmin,female
jai prakash sharma,male,santosh with a child rishi kumar,female
chaman lal,male,kavita,female
lalit prasad,male,jyoti,female
mahender singh,male,usha,female
preeti,male,neha suman,female
vijay kumar,male,sarita,female
vishal,male,kosaleya d/osagar singh,female
maryam,male,babita,female
ram gopal,male,sangita,female
rajan kumar,male,khusbu,female
sh. muzafemalefemalear ahmad thoker,male,mamta,female
sompal,male,azmira,female
jayesh singatvadiya,male,sapna,female
amit gupta,male,smt nilam,female
dheeraj,male,reshma khatoon,female
amzad khan,male,navita,female
raju,male,pooja soni,female
vikram @ vicky,male,tasnim femaleiroz,female
rahul,male,reena,female
sangeeta,male,roopa,female
gorav,male,rakhi,female
ramanand jha,male,anjali,female
najubai nayak 25 years,male,neetu devi,female
femaleiroj,male,kumari sabnam @ monu,female
chandan,male,keli devi,female
ram kumar,male,bhuli merutha,female
subhash,male,poonam,female
nawab ali,male,priyanshu,female
satrughan muttun,male,nikki kumari,female
nawab ali,male,femaleasrun nisha,female
sunil kumar,male,kunti,female
udal singh,male,mithlesh,female
gurbachan singh,male,nuraish,female
dharmender,male,preeti,female
ashish solanki,male,ashiya,female
parmod,male,seema,female
mayank,male,jyoti femaleransis,female
pradeep agrawal,male,chandni,female
ravi,male,nirutma,female
v.b.  sumramanya jaya prakash chandra,male,shivani,female
pintu  chaudhary,male,sikha,female
kamal jyoti sharma,male,priyanka soni,female
kishan,male,simran,female
suresh dass,male,pooja,female
krishen kumar,male,babita bajali,female
gyanwati,male,navneet kaur,female
aarti,male,kirshna,female
satbir singh,male,anju,female
ajay saine,male,radhika,female
aamir,male,neetu devi,female
ajay,male,priya,female
sheilesh kumar,male,gaytri,female
abdul sattar resi,male,dulari,female
krishan kumar,male,radha,female
razim,male,komal yadav,female
sh reddy ashraiya,male,roshni,female
manoj,male,reeta,female
ishwar bansal,male,smt parwati,female
vivek@ rohan,male,sulochna,female
vivek@ rohan,male,manisha,female
saket,male,sonam,female
biram lal chamar,male,bharti,female
rahul,male,kumari khana gulsan,female
sandeep,male,mjudi,female
nanhey,male,papu devi,female
mayank,male,shama,female
mousin,male,malti,female
suresh kumar,male,priyanka sharma,female
pankaj,male,priti,female
rahul kumar,male,alka,female
naresh,male,salma,female
vishnu,male,santosh,female
sardar amarjeet sahni,male,pooja,female
vishu,male,parkash,female
mukesh kumar,male,mohseena,female
pardeep,male,smt hasina @ nasima,female
radhe shyam,male,kokila,female
aakash,male,renu,female
naveen singh,male,kumari sajida,female
rahmat ali,male,srita,female
ashifemale,male,kavita,female
arifemale,male,uma bharti,female
sanjeet,male,seema,female
rajuddin,male,rimpy,female
trilock chand,male,ruksana,female
mohan singh,male,monika,female
jaibhagwan @ kala,male,kiran,female
ankit,male,neetu,female
annu@anil,male,smt. sukhwanti bai,female
lokesh,male,seema,female
hashrat,male,priyanka,female
shiv kumar,male,munni devi,female
femaleiroz,male,seetal,female
rohit  kumar,male,kumari puja,female
amar pal,male,sakuntala,female
laxmi kant,male,mamta meena,female
pallu,male,kala bai d/o ramswroop nayak bhopa,female
devender yadav s/o vishav nath yadav,male,yinita,female
jai kailash,male,maya kumari,female
virender paswan,male,anita,female
sanjay,male,rani,female
rohit,male,shilu,female
pankaj kumar,male,preeti,female
patav,male,laxmi,female
janwi chaudhary,male,amirul nisha,female
rishi raj,male,nazia femaleirdosh @ khushboo,female
ajay kumar,male,kashis,female
chand,male,geeta,female
mohd. femaleazil,male,sahana,female
satendra pal singh,male,sadhna bhardwaj d/o uma shankar bhardwaj,female
moham madhav,male,kajal,female
lalit singh bisht,male,sushila,female
pradeep,male,sangita yadav,female
stifemaleen john,male,neelam yadav,female
saleem,male,laxmi,female
virender sehrawat,male,upasna,female
meenu,male,sumitra devi,female
ravi kapoor,male,pooja,female
vikram khatri,male,swati,female
khetra nath,male,radhika,female
saleem ansari,male,ravinder kaur @ rajni,female
sukhdev,male,vashanavi @ mona,female
ramveer,male,kavit goyar,female
man mohan,male,amida @ poonam,female
robert femaleorsis,male,raju meena,female
succha singh,male,manisha,female
amir,male,smt nisha,female
inder lal,male,sapna,female
md.badrealam,male,aanchal,female
satish,male,sangeeta,female
vishanu,male,reetu @ reeta,female
bhart kumar,male,samman,female
vedh prkash,male,reshma,female
babu lal sharma,male,ekta,female
amit prasar,male,rakhi soni,female
unknown,male,kumari monki,female
rohit rawat,male,poonam,female
param,male,asmita,female
ravinder,male,srimati radhika,female
nitin sharma,male,geeta @ kamla,female
badan singh,male,soni kumari,female
nand kishore,male,vidya devi,female
parveen @ puran,male,sonu devi,female
bhikhari,male,femaleakiha,female
md. hasrat khan,male,saheen,female
rahul,male,rukshana,female
chaman lal,male,sahista @ ruksar,female
sunil,male,renu bala,female
shamshad,male,sanna,female
rakesh @ sonu,male,sunita,female
sunny,male,sona,female
femalearman,male,klu kumari rokaya,female
abhijit singh,male,ganga ram,female
sandeep kumar,male,soniya,female
vivek shokeen,male,aafemalereen femaleatima,female
sanjeev ratan,male,shetal,female
mahadev parshad,male,sangeeta,female
shayam kumar,male,kajal,female
tarun,male,suchi sharma,female
chitprit singh,male,suman,female
raja ram,male,sarswati,female
subham,male,soniya,female
usman,male,gita pokharial,female
shyam lal,male,khusbu,female
sachin lakhera,male,ku. reetu,female
jagdish mushar,male,sanju yadav,female
hakimuddin,male,jaya,female
santosh,male,geet,female
suman kumar,male,neha,female
ajay kumar @ chautu,male,madhu,female
pahalwan singh,male,deepti shekhawat,female
chhidu ali,male,doli,female
surender nath saini,male,sushma kapoor,female
leela ram,male,pryanka god,female
atul,male,tulsi,female
susant,male,radha,female
sunil,male,suraj kumari,female
lalit,male,rani,female
imran khureshi,male,meena @ beena,female
nikhil,male,kiran,female
parvej alam,male,bsram devi,female
raman,male,manisha,female
kaushal@lala,male,durgabai,female
sarip ahmad,male,smt rajani,female
pawan kumar,male,femaleuljhadi & rubby,female
arshad ali,male,ritu,female
saddam hussain,male,beena,female
dharmraj,male,bhuri devi,female
mr. kishan lal,male,durga,female
hardas,male,smt raji devi,female
hardass,male,smt parwati devi,female
pawan kumar,male,hemlata,female
nitin kumar,male,sunita kumawat,female
devendra,male,vimala,female
anjum,male,saroj,female
vijay kumar,male,laxmi,female
israil,male,bulbul,female
kalu,male,laxmi,female
devesh kadyan,male,santosh,female
dinesh,male,pooja kumari,female
divyansh with femaleather,male,sabana@moni,female
chetan,male,dolly,female
ankit kumar,male,sonu dhakad,female
vaibahv,male,madhu,female
ajay,male,neetu,female
rajesh kumar,male,akansha,female
govind,male,tabassum urfemale mona,female
ashok kumar,male,khushboo kumari,female
vikas,male,ansu,female
kunal kumar singh,male,khushbu,female
shrikant manjhi,male,priti,female
vikash kumar,male,muni,female
risiraj,male,smt sujata,female
awedhesh kumar,male,uma devi,female
manjeet,male,puspa mintiz,female
parveen,male,annu sharma,female
mohit,male,mansha,female
shivam,male,smt premi devi  &balbant singh&ishwar singh & yuva,female
mahender,male,smt dhapoo devi,female
sanjay,male,shahida,female
shivam s/o,male,soniya,female
gaurav,male,priyanka,female
rajender kumar,male,rebecca xavier,female
dayaram,male,renuka @ reshu,female
virender,male,krishna,female
vimal,male,meenakshi,female
elwin lal,male,monika,female
raju,male,neha,female
mahender mishra,male,rahi@ beby,female
jaipal singh,male,vishakha,female
sunder singh kaintura,male,lushi,female
subash shani,male,sawana parveen,female
vipin sharma,male,gudiya,female
gaurav gupta,male,deepa,female
rohaan sadat,male,rakhi,female
mohd kamran,male,joshna bai,female
ankit,male,komal,female
ramchander,male,manju,female
rahul dhawan,male,aarifemalea bano,female
harpreet singh,male,santosh d/o gokul singh r/o kudi taragar  ps jawaj,female
aman kumar,male,aneeta,female
ramdev sharma,male,palak,female
vikki,male,smt samrin,female
mr. satyanara,male,raghuvinder kaur bhatia,female
sheetal prsad,male,geeta d/o raj kumar,female
akashya tyagi,male,sanju,female
mohit brig,male,amarmula,female
manish ghai,male,megha,female
manoj kumar shrivastav,male,priyanka,female
sanjay,male,renu,female
ganga ram,male,kiran gupta,female
jiwan dhir,male,priyanka w/o mahesh purve,female
rajeev,male,suchita marki,female
ravi kumar,male,sahin,female
abdul rahim,male,meena,female
manish ghai,male,soniya pandit,female
shashai ranjan shah,male,khushboo,female
mohan lal,male,vandna,female
goverdhan,male,rajni,female
lukman,male,sunita,female
amit kumar jaina,male,mamta pandey,female
govind,male,saraswati,female
bhudhashen,male,jyoti sharma,female
sardeep,male,km doli,female
pawan kumar sharam,male,payana nagar,female
naveen sharma,male,priyanka,female
brijesh,male,seema,female
nirmal,male,sukhvir kaur,female
gourav,male,urmila,female
luv kumar sharma,male,kanchan @ rekha,female
netram,male,nirmal kour,female
iswar lal raigar,male,sita kumari,female
nikhil shukla,male,kanchan,female
monti,male,anshika,female
deepak,male,anandi,female
deepak kumar,male,pinki,female
anuj @bholu,male,smt. sukhdeep kaur w/o nishan singh,female
gourav verma,male,indra,female
hariom,male,noorjhan,female
moh.javed,male,anjali,female
raju,male,kalpana,female
raj kapoor,male,shakuntla,female
akshay,male,smt vinita,female
mohd. femaleiroz,male,maya bai,female
shekhar,male,chanda kumari,female
sawali mahto,male,pinki,female
laxman sinsh,male,tavvasum,female
mho. majid,male,dolley,female
mho. majid,male,deepa,female
satyanarayan darji,male,phoola,female
satyanarayan darji,male,meenakshi raj sharma,female
perkash,male,leena,female
laxman,male,madhu,female
akram,male,pooja,female
niranjan choudhary,male,tajinder kaur,female
satyender,male,rekha,female
amit kumar,male,seema,female
md. saleem,male,sunita,female
naveen kumar,male,hemlata @ makku,female
vikash malik,male,smt.sabita daive,female
bhajan lal,male,laxmi babu,female
tek bahadur,male,sonia,female
neeraj sharma,male,pooja,female
tunda urfemale nathi,male,baby shine,female
subhash,male,sweta,female
vinod,male,ruby,female
yash goyal,male,bhawna,female
rajveer singh,male,aarti,female
pardeep,male,munni,female
abhilash @ dabba,male,sashi,female
narender singh,male,busra @ muskan,female
mumtaj,male,femalearzana,female
suhail,male,nidhi,female
gahnshyam,male,komal,female
ramesh chand,male,rizwana,female
kuldeep,male,roshni balai,female
salaman,male,meenu,female
chunnu,male,ku. rekha,female
rinku,male,rizwana,female
rohit sharma,male,km shivani,female
mohd  ashlam,male,smt. rashida khatoon,female
naveen nischal,male,kavita,female
sharee chand @ babu,male,km. alka,female
akhlesh paswan,male,guddiya @ gita,female
mohini,male,rashmi chawla,female
allaraji,male,sayja,female
roshan,male,sayja,female
lalit kumar,male,kanchan @ chotu,female
femaleiroj ahmad,male,mehru nisha,female
parveen,male,shagufemaleta@munny,female
rajender,male,rajni dhawan,female
arun,male,miss elvis sianhoimuan,female
jainab,male,kumari shri devi,female
vikas,male,sakina,female
kudeep,male,ugma parveen,female
prem chand,male,madhu,female
tilakram,male,girija,female
ishant sharma,male,sonali pandey,female
ravinder dhaka,male,femaleatima,female
jitender singh,male,asha,female
baljeet singh,male,kamal,female
